timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478106835.27,-1.443619,0.570333,-0.808861,-2.234885,3.633381,10.093159,-0.834923,-0.539912,-0.106760,1.056817,-2.989690,-0.819876,-38.565544,-8.030317,-11.505867,,,,,,
1478106835.29,-1.404043,0.392165,-0.771049,1.916221,2.665624,7.692086,-0.911266,-0.382190,-0.153381,1.209102,-3.393719,-1.042909,-38.104454,2.836767,-14.972498,,,,,,
1478106835.31,-1.387872,0.242310,-0.731953,-1.992132,1.164206,7.908637,-0.954590,-0.239945,-0.176592,2.031555,-4.110198,1.619448,-35.303410,11.269192,-17.630844,,,,,,
1478106835.33,-1.385716,0.087249,-0.774758,-3.432230,-1.184489,6.919924,-0.979183,-0.087138,-0.183325,3.216594,-3.556111,0.500784,-35.303410,11.269192,-17.630844,,,,,,
1478106835.35,-1.414062,-0.065915,-0.803126,-2.188863,-1.455741,7.662581,-0.985597,0.065867,-0.155754,3.223009,-3.709117,0.473213,-31.938505,20.282164,-15.897728,,,,,,
1478106835.37,-1.436525,-0.226866,-0.809767,-1.161751,-0.570528,7.934008,-0.965606,0.224925,-0.130438,3.248016,-2.789653,1.188162,-26.939056,27.993767,-13.221514,,,,,,
1478106835.39,-1.421029,-0.371509,-0.804314,-0.471335,1.448201,6.455683,-0.921350,0.363022,-0.139029,2.271875,-1.943054,1.336447,-26.939056,27.993767,-13.221514,,,,,,
1478106835.41,-1.383479,-0.457167,-0.794511,-0.301617,1.608553,2.792714,-0.881610,0.441408,-0.167100,1.687076,-0.882799,0.616487,-20.153465,33.318649,-12.956754,,,,,,
1478106835.43,-1.339924,-0.451035,-0.785644,1.715915,2.073389,-2.250008,-0.876117,0.435897,-0.205943,0.999896,1.132661,-1.103169,-17.239191,34.574490,-13.841492,,,,,,
1478106835.45,-1.335274,-0.316961,-0.755793,3.158192,-2.364112,-8.309321,-0.923955,0.311680,-0.221727,1.066045,3.820461,-0.900832,-17.239191,34.574490,-13.841492,,,,,,
1478106835.47,-1.387446,-0.111616,-0.724950,3.849880,-2.849961,-10.742973,-0.977120,0.111384,-0.181190,1.730248,3.994359,-0.706048,-23.227459,29.671585,-16.255899,,,,,,
1478106835.49,-1.452074,0.172062,-0.683463,4.211349,-3.438913,-15.199612,-0.978299,-0.171214,-0.116695,2.849026,-0.921178,0.765361,-33.060539,17.786543,-16.577448,,,,,,
1478106835.51,-1.518978,0.490883,-0.638524,2.784714,-1.530190,-15.539419,-0.880733,-0.471404,-0.045679,2.505459,-2.685288,0.383844,-33.060539,17.786543,-16.577448,,,,,,
1478106835.53,-1.547210,0.775007,-0.598085,1.803156,0.151508,-13.390481,-0.714218,-0.699721,-0.016849,2.338943,-2.456972,0.355014,-38.228722,-0.814083,-14.902152,,,,,,
1478106835.55,-1.571331,1.033539,-0.557801,1.354417,0.235023,-12.619801,-0.511781,-0.859116,0.000274,0.154329,0.266525,-0.595763,-34.597366,-16.458315,-14.707763,,,,,,
1478106835.57,-1.679799,1.273708,-0.459916,1.389424,-1.434025,-11.566333,-0.291000,-0.956193,0.031846,-0.681122,0.077226,-0.785325,-29.615982,-24.806606,-13.845509,,,,,,
1478106835.59,-2.157193,1.452160,-0.027566,1.045689,-3.405229,-8.371880,-0.098585,-0.992971,0.065495,-1.344088,-0.406718,-0.604344,-29.615982,-24.806606,-13.845509,,,,,,
1478106835.61,2.818255,1.490218,1.211956,-0.107042,-3.706913,-4.002086,0.025575,-0.996755,0.076320,-3.311448,-3.517679,0.488851,-22.179939,-32.779900,-10.848999,,,,,,
1478106835.63,2.444209,1.521077,1.515687,-3.006431,-3.527787,0.239032,0.031917,-0.998764,0.038095,-7.966304,-1.511459,0.583304,-20.363131,-34.416767,-9.219614,,,,,,
1478106835.65,1.651040,1.480828,2.277605,-0.234054,0.855813,-2.423140,0.089558,-0.995956,0.007202,-8.023945,-1.514268,0.614197,-20.363131,-34.416767,-9.219614,,,,,,
1478106835.67,1.546420,1.482501,2.394895,-0.651479,-0.016899,1.273318,0.088155,-0.996104,-0.002149,-2.816777,0.362880,0.241026,-18.627613,-35.205406,-9.887548,,,,,,
1478106835.69,1.126685,1.516666,2.806242,-2.027376,-0.477310,1.873888,0.048856,-0.998535,-0.023246,-1.310483,-0.119217,-0.867150,-19.937103,-34.281971,-10.556062,,,,,,
1478106835.71,-1.414981,1.356356,-0.915616,2.205169,7.700259,19.125763,-0.210222,-0.977096,-0.033024,-5.246183,-4.979814,-1.293209,-19.937103,-34.281971,-10.556062,,,,,,
1478106835.73,-1.344348,1.157576,-1.000124,-2.955752,-2.340013,7.105711,-0.391308,-0.915833,-0.090158,-5.120838,4.363922,0.383325,-29.748434,-25.416521,-12.377527,,,,,,
1478106835.75,-1.333190,1.066196,-0.976960,0.090204,3.635230,2.440136,-0.469874,-0.875368,-0.113795,0.088771,-0.940581,0.268031,-34.288910,-18.122107,-13.417597,,,,,,
1478106835.77,-1.359168,1.000495,-0.948868,-0.412645,-0.251524,4.055788,-0.527841,-0.841738,-0.113404,0.164636,-0.767133,-0.912414,-34.288910,-18.122107,-13.417597,,,,,,
1478106835.79,-1.401925,0.908631,-0.924148,0.125060,-1.285984,4.746943,-0.606080,-0.788663,-0.103334,-0.182525,-0.750705,-0.141372,-35.809483,-14.523617,-13.817293,,,,,,
1478106835.81,-1.443110,0.821245,-0.877603,1.396914,0.235617,4.351032,-0.675764,-0.731995,-0.086758,-1.505709,-2.436890,0.368404,-35.809483,-14.523617,-13.817293,,,,,,
1478106835.83,-1.458919,0.767055,-0.798777,3.061851,2.660378,1.652345,-0.715457,-0.694018,-0.080379,-1.119580,-3.773435,0.388866,-38.102272,-8.107386,-12.909657,,,,,,
1478106835.85,-1.530692,0.813842,-0.696249,4.048069,-0.450914,-4.925292,-0.686158,-0.726931,-0.027533,2.009095,-4.315855,1.355413,-37.758190,-8.501038,-13.646374,,,,,,
1478106835.87,-1.522572,0.873285,-0.688640,-2.704469,3.045656,1.493166,-0.641566,-0.766443,-0.030963,0.980097,-4.191412,1.040653,-37.758190,-8.501038,-13.646374,,,,,,
1478106835.89,-1.402711,0.736650,-0.781509,-4.052488,1.995925,8.555039,-0.730284,-0.671810,-0.123919,1.582320,-5.817631,-0.231305,-36.722256,-10.908181,-14.719368,,,,,,
1478106835.91,-1.350670,0.512008,-0.801867,-1.379155,1.576412,10.617164,-0.850727,-0.489928,-0.190352,2.697666,-3.844148,-0.144288,-36.984688,0.959759,-17.759048,,,,,,
1478106835.93,-1.370291,0.335328,-0.733666,1.746845,-1.009815,9.539425,-0.925384,-0.329079,-0.188072,2.603454,-4.781120,-0.108116,-35.744514,7.785937,-18.597879,,,,,,
1478106835.95,-1.383365,0.131710,-0.713454,-3.056269,-0.197403,10.368720,-0.973977,-0.131329,-0.184722,3.014885,-4.673389,2.927474,-35.744514,7.785937,-18.597879,,,,,,
1478106835.97,-1.392265,-0.078285,-0.735421,-2.611216,-0.522088,9.884604,-0.981091,0.078205,-0.177040,2.426541,-3.491704,0.748909,-32.042183,18.644032,-17.603149,,,,,,
1478106835.99,-1.396307,-0.272735,-0.745916,-2.157966,0.105106,9.241967,-0.948414,0.269367,-0.167189,2.378712,-3.667667,0.734114,-25.237545,28.418161,-15.480522,,,,,,
1478106836.01,-1.392673,-0.452286,-0.766182,-2.696060,0.849076,8.240670,-0.885219,0.437023,-0.159367,2.639797,-3.842021,1.232746,-25.237545,28.418161,-15.480522,,,,,,
1478106836.03,-1.377495,-0.607145,-0.795930,-2.442954,1.854107,6.779446,-0.805984,0.570525,-0.157768,2.523391,-2.239821,1.140098,-16.731466,34.986538,-13.422831,,,,,,
1478106836.05,-1.354901,-0.718830,-0.816375,-1.672117,1.336292,4.143474,-0.735106,0.658504,-0.161218,1.991576,-0.790249,0.470697,-10.020916,38.013344,-11.778761,,,,,,
1478106836.07,-1.287303,-0.731081,-0.809682,2.372493,5.433472,-2.080751,-0.714738,0.667675,-0.208232,1.962372,0.501148,0.185633,-10.020916,38.013344,-11.778761,,,,,,
1478106836.09,-1.195276,-0.579901,-0.796362,3.508543,-0.935791,-10.153865,-0.778226,0.547941,-0.306798,2.765881,4.439516,-1.496944,-6.852859,38.705673,-11.793272,,,,,,
1478106836.11,-1.255392,-0.310315,-0.779096,6.082784,-4.425576,-13.164603,-0.905264,0.305359,-0.295385,2.838782,1.774567,0.413213,-15.639166,34.351303,-16.111380,,,,,,
1478106836.13,-1.344841,0.012156,-0.750040,5.236369,-4.685688,-16.537498,-0.974509,-0.012156,-0.224021,3.192663,1.559916,0.976859,-15.639166,34.351303,-16.111380,,,,,,
1478106836.15,-1.410997,0.375530,-0.722717,4.341663,-1.688070,-17.635834,-0.918460,-0.366766,-0.148032,3.866352,-1.966456,1.207327,-30.206221,21.213968,-17.936668,,,,,,
1478106836.17,-1.448642,0.707275,-0.678012,4.272847,-0.665296,-15.179648,-0.754471,-0.649765,-0.092623,3.430023,-2.512039,0.465090,-37.247856,0.717031,-17.212070,,,,,,
1478106836.19,-1.517367,1.004827,-0.614543,2.767325,-1.120608,-14.236202,-0.535469,-0.844069,-0.028637,2.110329,-1.444414,0.338390,-37.247856,0.717031,-17.212070,,,,,,
1478106836.21,-1.651696,1.268794,-0.501124,2.145790,-1.749592,-12.650865,-0.296460,-0.954743,0.024036,0.789944,-0.637405,-0.457462,-33.888031,-17.309565,-15.367249,,,,,,
1478106836.23,-2.359074,1.464024,0.169883,2.045774,-2.794532,-10.195239,-0.075139,-0.994305,0.075573,-1.133494,-1.777851,0.045506,-25.474613,-29.741693,-12.273878,,,,,,
1478106836.25,2.433375,1.444651,1.604354,0.471419,-2.866901,-5.499011,0.081838,-0.992054,0.095556,-1.798711,-3.340786,0.138712,-25.474613,-29.741693,-12.273878,,,,,,
,,,,,,,,,,,,,,,,37.352955,-122.034830,51.754730,1.100000,348.046875,1478106836.00
1478106836.27,2.114423,1.419160,1.890192,-2.119085,-1.911345,-0.923650,0.129279,-0.988525,0.078133,-7.605384,-3.178879,1.257820,-17.916061,-35.807373,-9.001059,,,,,,
1478106836.29,1.596952,1.399083,2.330043,-1.577876,-3.378419,-2.966753,0.170812,-0.985294,0.004469,-8.296347,-1.276730,-0.032026,-16.573292,-36.308170,-9.550657,,,,,,
1478106836.31,1.659093,1.388169,2.271206,0.317431,0.585490,0.974680,0.180907,-0.983370,0.016015,-5.575316,0.374163,-0.367929,-16.573292,-36.308170,-9.550657,,,,,,
1478106836.33,1.586555,1.426977,2.363425,-1.596633,0.911747,1.617121,0.143306,-0.989676,0.002259,-2.015834,-0.751184,-1.485260,-15.568972,-36.776001,-9.450133,,,,,,
1478106836.35,-1.374119,1.549992,-0.880741,1.819021,8.531343,17.483301,-0.020402,-0.999784,-0.004065,-3.241286,-5.392871,0.438712,-17.537312,-35.254295,-11.565020,,,,,,
1478106836.37,-1.368709,1.229202,-0.871064,-7.520076,1.598140,5.911519,-0.328173,-0.942222,-0.067237,-7.735029,-1.540429,2.021430,-17.537312,-35.254295,-11.565020,,,,,,
1478106836.39,-1.274669,1.144825,-0.969780,-0.038294,4.348023,2.462307,-0.395220,-0.910638,-0.120581,0.196002,-0.145652,0.546927,-30.286831,-23.656012,-14.396984,,,,,,
1478106836.43,-1.270930,1.057752,-0.957988,-0.817079,-0.024465,2.374634,-0.468929,-0.871254,-0.144988,-0.047504,-0.900856,0.719390,-31.928289,-19.961058,-16.319086,,,,,,
1478106836.41,-1.280685,1.102434,-0.947709,-0.551904,-0.010388,2.403872,-0.432561,-0.892309,-0.129134,-0.083873,-0.879801,0.703536,-31.928289,-19.961058,-16.319086,,,,,,
1478106836.45,-1.332479,0.991398,-0.887145,2.259279,0.272576,4.016754,-0.532046,-0.836792,-0.129252,-0.078733,-3.007187,-0.077031,-33.237362,-17.454252,-16.577065,,,,,,
1478106836.47,-1.457417,0.965873,-0.722576,4.379385,-0.855941,0.885391,-0.565047,-0.822546,-0.064341,0.682922,-5.246820,1.485392,-34.665585,-14.878674,-16.158419,,,,,,
1478106836.49,-1.482702,0.950746,-0.717092,-1.363361,0.906276,1.536395,-0.578823,-0.813849,-0.051123,1.294109,-3.214044,3.747016,-34.665585,-14.878674,-16.158419,,,,,,
1478106836.51,-1.388017,0.861011,-0.792488,-3.630383,1.003209,6.222928,-0.640816,-0.758502,-0.118450,1.664086,-4.304838,-0.974293,-35.441032,-14.666518,-14.594470,,,,,,
1478106836.53,-1.364206,0.645137,-0.822755,-2.884784,-0.476318,12.191929,-0.782027,-0.601308,-0.163898,1.117248,-3.466838,-1.276807,-36.671471,-7.011080,-17.035847,,,,,,
1478106836.55,-1.414960,0.437251,-0.783118,1.260649,-2.431903,9.246117,-0.894941,-0.423451,-0.140605,1.758940,-3.816021,-0.953588,-36.671471,-7.011080,-17.035847,,,,,,
1478106836.57,-1.486524,0.252142,-0.730771,0.847614,-2.122449,9.674879,-0.964944,-0.249479,-0.081511,2.355172,-4.228992,0.677153,-37.344994,5.838311,-15.982416,,,,,,
1478106836.59,-1.508386,0.054726,-0.732663,-1.455940,-0.280651,9.875876,-0.996559,-0.054699,-0.062277,2.572929,-4.531636,1.717611,-35.248425,16.002417,-13.625096,,,,,,
1478106836.61,-1.498800,-0.139118,-0.750424,-1.421025,1.018125,9.311522,-0.987773,0.138670,-0.071239,2.318736,-3.706389,0.711239,-31.449459,22.974058,-12.934315,,,,,,
1478106836.63,-1.471216,-0.313318,-0.767056,-1.803817,1.862683,8.091021,-0.946603,0.308217,-0.094576,2.404520,-3.996938,0.867174,-31.449459,22.974058,-12.934315,,,,,,
1478106836.65,-1.442081,-0.457348,-0.803543,-2.823963,2.206095,6.248075,-0.889804,0.441571,-0.115168,2.812610,-3.108563,0.776927,-23.710285,30.968767,-12.764404,,,,,,
1478106836.67,-1.423508,-0.566573,-0.848326,-2.393715,1.956612,4.432033,-0.834610,0.536744,-0.123825,2.757416,-3.203736,0.785583,-23.710285,30.968767,-12.764404,,,,,,
1478106836.69,-1.418043,-0.622879,-0.876547,-0.887391,0.834102,1.457295,-0.802745,0.583376,-0.123584,2.370219,0.040038,0.205066,-12.618476,37.747704,-10.002863,,,,,,
1478106836.71,-1.315705,-0.596851,-0.822619,4.157723,4.892096,-3.151969,-0.800344,0.562041,-0.208708,1.758047,5.302613,0.441847,-12.618476,37.747704,-10.002863,,,,,,
1478106836.73,-1.268971,-0.415270,-0.783157,5.305508,-1.484741,-11.246375,-0.873645,0.403437,-0.271999,2.924762,6.920080,-0.500737,-12.692430,36.606754,-13.528490,,,,,,
1478106836.75,-1.307341,-0.119265,-0.741465,6.191953,-2.736547,-14.888188,-0.958637,0.118982,-0.258568,3.261845,0.864828,0.745598,-12.692430,36.606754,-13.528490,,,,,,
1478106836.77,-1.365992,0.219829,-0.702352,5.514289,-2.807975,-16.748749,-0.955538,-0.218063,-0.198482,3.611209,-1.173691,0.749659,-30.564026,19.736469,-18.986418,,,,,,
1478106836.79,-1.430154,0.579541,-0.666418,4.075685,-2.211916,-17.273233,-0.828453,-0.547640,-0.117290,3.731361,-1.843596,0.666667,-35.102554,9.861137,-18.834564,,,,,,
1478106836.81,-1.515001,0.891777,-0.613003,3.366710,-2.645791,-14.376329,-0.627053,-0.778189,-0.035023,2.770241,-1.731988,-0.083248,-36.206207,-10.452448,-16.248968,,,,,,
1478106836.83,-1.673638,1.163800,-0.498776,2.310466,-3.283467,-13.194528,-0.393761,-0.918314,0.040638,1.183999,-1.016684,0.318798,-36.206207,-10.452448,-16.248968,,,,,,
1478106836.85,-2.118695,1.371409,-0.099425,2.370496,-2.578299,-10.316242,-0.169075,-0.980188,0.103173,0.259789,-0.662466,0.260078,-30.047092,-25.340586,-11.798273,,,,,,
1478106836.87,-3.108747,1.432371,0.850759,0.846269,-2.613240,-6.529882,-0.004531,-0.990435,0.137909,-1.542267,-1.774641,0.593033,-30.047092,-25.340586,-11.798273,,,,,,
1478106836.89,2.565136,1.403539,1.427692,-0.599551,-1.918030,-3.234418,0.090740,-0.986045,0.139575,-6.146908,-6.620767,0.023328,-21.057526,-34.446091,-7.363397,,,,,,
1478106836.91,1.991816,1.329662,2.005390,-0.977957,0.020772,-7.396583,0.217951,-0.971068,0.097597,-8.430902,-5.446383,1.758466,-17.353794,-36.559505,-6.813272,,,,,,
1478106836.93,1.986526,1.276865,2.044334,-0.014798,1.090944,0.320896,0.265040,-0.957112,0.117004,-5.063929,-1.276500,-1.478867,-11.076539,-38.737015,-7.805504,,,,,,
1478106836.95,2.008018,1.334699,2.035946,-1.124216,0.634924,3.179800,0.211907,-0.972258,0.099043,-4.435478,0.538725,-0.719176,-11.076539,-38.737015,-7.805504,,,,,,
1478106836.97,2.017208,1.381253,2.048701,-1.558454,4.594210,2.098488,0.169947,-0.982090,0.081343,-2.842035,-0.017162,-0.815504,-13.515085,-37.676342,-9.055826,,,,,,
1478106836.99,-1.880940,1.368554,-0.260245,-0.966622,-3.612674,21.532860,-0.191283,-0.979619,0.061303,-6.764207,-6.694652,-2.316858,-21.863588,-32.311005,-12.733995,,,,,,
1478106837.01,-1.457212,1.281947,-0.718954,-5.388378,-4.262322,1.565378,-0.283013,-0.958572,-0.032285,-0.486335,2.349030,-1.899112,-27.670853,-27.052431,-13.662428,,,,,,
1478106837.03,-1.341432,1.208524,-0.836561,-1.177118,1.791054,4.003646,-0.345118,-0.935094,-0.080576,0.638987,1.521871,-0.400275,-27.670853,-27.052431,-13.662428,,,,,,
1478106837.05,-1.346982,1.129705,-0.839981,-0.693840,0.165043,3.292320,-0.416278,-0.904286,-0.094756,-0.469815,-0.964961,0.369491,-30.379648,-22.359221,-16.165222,,,,,,
1478106837.07,-1.356176,1.067793,-0.846875,-0.725357,-0.894965,2.752846,-0.470999,-0.876139,-0.102667,-1.158014,-0.825018,-0.327158,-32.790352,-18.724552,-16.073463,,,,,,
1478106837.09,-1.403207,1.029200,-0.782749,2.669273,1.098694,2.112498,-0.508282,-0.856887,-0.085989,-1.120426,-1.534547,-0.298013,-32.790352,-18.724552,-16.073463,,,,,,
1478106837.11,-1.545751,1.047953,-0.597680,4.532459,-2.183318,-2.130126,-0.499189,-0.866403,-0.012505,0.084745,-4.092261,1.860772,-33.356491,-18.205517,-15.494381,,,,,,
1478106837.13,-1.538217,1.077533,-0.629144,-2.558664,2.435004,-0.472793,-0.473251,-0.880793,-0.015424,1.333114,-2.775900,2.111127,-33.356491,-18.205517,-15.494381,,,,,,
1478106837.15,-1.352842,1.027691,-0.781741,-4.865159,1.467416,4.358325,-0.504571,-0.856108,-0.111748,1.579858,-2.922243,-0.107139,-32.811260,-19.447487,-15.145581,,,,,,
1478106837.17,-1.325781,0.847860,-0.829149,-1.860289,-1.943465,9.779928,-0.641830,-0.749866,-0.160483,2.407562,-3.133541,-1.642542,-34.708023,-11.959995,-18.343494,,,,,,
1478106837.19,-1.439489,0.681275,-0.764006,1.648589,-4.292089,8.389651,-0.770084,-0.629784,-0.101703,2.539966,-2.787270,-0.203183,-34.708023,-11.959995,-18.343494,,,,,,
1478106837.21,-1.557780,0.495566,-0.720979,0.304629,-4.215106,9.887589,-0.879625,-0.475530,-0.011450,2.599581,-3.104487,0.285040,-38.290009,-2.443037,-14.562926,,,,,,
1478106837.23,-1.610960,0.288253,-0.742248,-1.008546,-2.445302,10.477092,-0.957969,-0.284278,0.038496,2.530234,-3.224542,0.807786,-38.770905,9.139495,-9.872123,,,,,,
1478106837.25,-1.637332,0.086820,-0.766021,-0.364393,-0.909876,9.813701,-0.994029,-0.086711,0.066236,2.169078,-2.486516,0.446673,-38.770905,9.139495,-9.872123,,,,,,
1478106837.27,-1.636778,-0.094201,-0.787715,-0.736145,0.606562,8.595514,-0.993400,0.094061,0.065642,2.034538,-2.699423,0.514131,-34.651730,20.517775,-7.902583,,,,,,
1478106837.29,-1.611121,-0.240268,-0.827289,-1.899562,2.109606,6.572526,-0.970485,0.237963,0.039156,2.070338,-2.726946,0.584562,-28.300198,28.649464,-7.904382,,,,,,
,,,,,,,,,,,,,,,,37.352970,-122.034848,51.730988,1.280000,350.859375,1478106837.00
1478106837.31,-1.567083,-0.342132,-0.865391,-1.467936,3.075417,4.283685,-0.942035,0.335496,-0.003498,2.310382,-1.735017,0.123203,-28.300198,28.649464,-7.904382,,,,,,
1478106837.33,-1.513621,-0.390281,-0.875448,-0.037535,3.276710,1.289958,-0.923291,0.380449,-0.052847,2.245312,-0.501039,0.134497,-22.920406,32.989719,-8.396760,,,,,,
1478106837.35,-1.399693,-0.371632,-0.840225,2.703199,5.943008,-2.476581,-0.918130,0.363137,-0.158646,0.947046,1.746909,-0.269180,-20.886839,33.435837,-11.399859,,,,,,
1478106837.37,-1.293220,-0.249569,-0.802490,4.108765,3.257273,-6.869175,-0.931927,0.246986,-0.265536,2.021664,4.953606,-0.597242,-21.634340,31.689037,-14.557904,,,,,,
1478106837.39,-1.263113,-0.032424,-0.756561,5.684011,-0.110524,-12.024423,-0.952537,0.032419,-0.302692,3.241264,3.721991,-0.447445,-21.634340,31.689037,-14.557904,,,,,,
1478106837.41,-1.308768,0.274616,-0.737448,4.949271,-2.933143,-14.879897,-0.929675,-0.271177,-0.249334,3.390262,0.130323,0.373296,-29.315329,20.256649,-20.358091,,,,,,
1478106837.43,-1.372133,0.576546,-0.713081,4.252425,-2.561754,-14.120235,-0.821861,-0.545132,-0.165456,3.238197,-0.883335,0.144872,-36.016823,2.650454,-19.491943,,,,,,
1478106837.45,-1.460419,0.853608,-0.672801,3.348324,-3.196465,-12.865709,-0.653269,-0.753657,-0.072401,2.951975,-0.937200,0.011152,-36.016823,2.650454,-19.491943,,,,,,
1478106837.47,-1.592415,1.092141,-0.593807,2.348480,-3.303065,-11.253202,-0.460478,-0.887615,0.009956,1.394362,-0.740116,0.863457,-35.330376,-13.855596,-15.619191,,,,,,
1478106837.49,-1.822314,1.298465,-0.415764,1.623002,-3.090402,-10.341259,-0.260514,-0.963146,0.066942,0.546067,-0.644916,0.601729,-29.915741,-25.821751,-11.066072,,,,,,
1478106837.51,-2.656249,1.455418,0.364579,1.049791,-3.383580,-10.254961,-0.053706,-0.993351,0.101827,0.068827,-0.643245,0.356013,-29.915741,-25.821751,-11.066072,,,,,,
1478106837.53,2.219114,1.379093,1.712306,0.920184,-3.466444,-9.595642,0.151873,-0.981681,0.115052,-0.485201,-1.360543,0.238433,-21.496294,-34.162376,-7.417113,,,,,,
1478106837.55,2.005778,1.229316,1.881085,2.567089,-1.415285,-5.894855,0.303697,-0.942260,0.141117,-2.105577,-3.572907,1.289959,-13.474982,-38.447769,-4.936207,,,,,,
1478106837.57,1.943835,1.162099,1.947901,-2.496888,0.176175,-3.332203,0.370082,-0.917639,0.144836,-4.422572,-6.147531,2.192047,-13.474982,-38.447769,-4.936207,,,,,,
1478106837.59,1.757016,1.149565,2.161598,-3.229310,-0.082930,-0.607913,0.401816,-0.912586,0.075703,-4.953939,-0.302807,-1.135197,-8.185375,-40.049976,-3.629199,,,,,,
1478106837.61,1.849372,1.158035,2.119386,1.855529,4.909698,1.363858,0.385675,-0.916017,0.110308,-4.670038,0.803392,-0.910158,-6.692485,-39.876541,-7.017434,,,,,,
1478106837.63,1.960076,1.190232,2.055261,-0.265858,1.795396,1.783465,0.343654,-0.928455,0.140971,-3.440975,0.543201,-0.765575,-6.692485,-39.876541,-7.017434,,,,,,
1478106837.65,1.951623,1.140212,2.065862,0.221086,7.242181,-5.267122,0.387498,-0.908722,0.155144,1.674910,-2.803543,0.019524,-8.155348,-39.654297,-6.723031,,,,,,
1478106837.67,2.352035,1.320740,1.806748,5.418259,-1.807529,18.787806,0.175706,-0.968898,0.174251,-2.894975,-5.657292,-0.484263,-6.102463,-39.492332,-9.342789,,,,,,
1478106837.69,-2.682140,1.439095,0.587557,-9.353728,3.575016,4.773854,-0.058235,-0.991340,0.117702,-0.537788,3.599662,7.101887,-6.102463,-39.492332,-9.342789,,,,,,
1478106837.71,-1.545964,1.431616,-0.656457,-1.325259,-6.058309,4.610818,-0.138689,-0.990330,-0.003445,-0.210661,2.502415,-6.172947,-20.618834,-33.621788,-11.340690,,,,,,
1478106837.73,-1.621591,1.364875,-0.533738,0.738539,0.328334,2.132230,-0.204206,-0.978873,0.010381,-1.380419,0.623419,-0.664190,-25.656481,-28.871933,-13.868258,,,,,,
1478106837.75,-1.665978,1.342150,-0.497898,0.537925,0.371000,0.495229,-0.225633,-0.973974,0.021541,-1.249953,-0.226282,0.670491,-25.656481,-28.871933,-13.868258,,,,,,
1478106837.77,-1.686054,1.350034,-0.476857,0.070442,0.185438,-0.778948,-0.217520,-0.975731,0.025183,-0.247568,-0.002113,0.240137,-26.696705,-28.212364,-13.248418,,,,,,
1478106837.79,-1.708708,1.372493,-0.444398,0.280488,0.548546,-1.221753,-0.195136,-0.980402,0.027083,0.037406,-0.005880,0.085328,-26.294331,-28.600109,-13.221729,,,,,,
1478106837.81,-1.751377,1.390543,-0.396753,0.295703,0.038944,-0.791375,-0.176364,-0.983798,0.032199,0.131961,-0.165158,-0.040866,-26.294331,-28.600109,-13.221729,,,,,,
1478106837.83,-1.773094,1.396909,-0.378119,-0.047979,-0.295965,-0.077086,-0.169484,-0.984920,0.034762,0.386616,-0.280904,0.036924,-25.046844,-29.686741,-13.248585,,,,,,
1478106837.85,-1.759173,1.390724,-0.404648,-0.238841,-0.794206,0.605466,-0.175932,-0.983831,0.033539,0.375425,-0.277827,0.023376,-25.003063,-29.824276,-13.020432,,,,,,
1478106837.87,-1.721729,1.370734,-0.461413,-0.423150,-0.915763,1.371232,-0.196471,-0.980054,0.029881,0.383163,-0.089907,0.148555,-25.628317,-29.402172,-12.762208,,,,,,
1478106837.89,-1.673989,1.334750,-0.524951,-0.428778,-0.502961,2.189653,-0.232616,-0.972270,0.024090,0.337703,0.048549,0.217258,-25.628317,-29.402172,-12.762208,,,,,,
1478106837.91,-1.622268,1.282375,-0.579022,-0.599256,0.164951,2.860803,-0.284062,-0.958694,0.014634,0.293431,-0.266068,-0.007630,-27.362705,-27.906904,-12.516359,,,,,,
1478106837.93,-1.572178,1.223307,-0.631635,-0.768300,-0.221788,3.029833,-0.340538,-0.940231,0.000471,0.421318,-0.371552,-0.274824,-29.553356,-25.335300,-12.995916,,,,,,
1478106837.95,-1.565416,1.160594,-0.657645,-0.276215,-1.237013,3.205194,-0.398789,-0.917040,-0.002146,0.661347,-0.275511,-0.131765,-29.553356,-25.335300,-12.995916,,,,,,
1478106837.97,-1.593017,1.089488,-0.664579,-0.151920,-1.843269,3.747621,-0.462825,-0.886390,0.010286,0.724040,-0.337304,0.247069,-32.004570,-22.251934,-12.834764,,,,,,
1478106837.99,-1.618899,1.005105,-0.679137,-0.225570,-2.191072,4.653111,-0.535379,-0.844218,0.025773,0.670923,-0.250829,0.719100,-34.883759,-18.492823,-11.194239,,,,,,
1478106838.01,-1.647950,0.907208,-0.697729,-0.175051,-1.934090,4.874893,-0.614115,-0.787787,0.047475,0.412699,-0.077966,1.007731,-34.883759,-18.492823,-11.194239,,,,,,
1478106838.03,-1.653994,0.806060,-0.704002,0.419302,0.563571,5.694873,-0.689952,-0.721565,0.057535,-0.703007,-3.035149,0.261373,-38.508118,-11.392104,-8.456777,,,,,,
1478106838.05,-1.612937,0.700408,-0.712866,-0.382667,1.632554,4.652703,-0.763901,-0.644529,0.032210,-0.228348,-1.984667,-0.363463,-39.367813,-7.134314,-9.135056,,,,,,
